artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Dale Howard,dale howard,Toolroom / Defected / Club House Radar,House; Tech House; Club House; Peak-time House,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Daliwonga,daliwonga,amapiano / 3-step / afro-club adjacent,afro-house adjacency for recommendation bridges,2010s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_afro,https://musicbrainz.org/genre/07041357-bba4-415f-8b9b-5423ae05f907,metadata_enrichment_needed
Dam Swindle,dam swindle,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; Funky House; Indie Dance; Jackin House; Nu-Disco; commercial / festival / house-adjacent,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Damian Lazarus,damian lazarus,Classic / Ibiza / European House & Tech,3-step; Deep House; European House; House; Ibiza; Ibiza lineage; Progressive; Tech House; afro house; afro melodic; amapiano-adjacent; ambient house; arabic/mena; balearic; melodic / progressive / organic house; organic; progressive; rave; tribal,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Damon Jee,damon jee,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Dan Ghenacia,dan ghenacia,Tech House / Minimal / Deep Tech,Classic / Ibiza / European House & Tech; Cuttin Headz; Deep House; Deep Tech; European House; Fuse; Hot Creations; House; Ibiza; Microhouse; Minimal; PIV; Progressive; Solid Grooves; Tech House; Toolroom; UK Tech House; artist projects and aliases useful for matching releases; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Dan Shake,dan shake,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; Funky House; Indie Dance; Jackin House; Nu-Disco; underground / disco / leftfield expansion,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Dance System,dance system,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots; UKG; 2-step; speed garage; bass house; UK funky; club music; lo-fi house; outsider house; ambient house; broken house; leftfield club,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Dandara,dandara,Afro / Organic / Global House,Afro House; Afro Latin; Afro Tech; Amapiano-adjacent; Brazilian House; Deep House; Latin / Tribal / Brazilian House; Latin House; Organic House; Tribal House,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Daniele Baldelli,daniele baldelli,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Danilo Plessow,danilo plessow,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Dannic,dannic,Mainstream / Crossover House,Dance Pop; Electro House; Future House; Progressive Crossover; Tropical House; commercial / festival / house-adjacent,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Danny Howard,danny howard,Toolroom / Defected / Club House Radar,2-step; Club House; House; Peak-time House; Tech House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,metadata_enrichment_needed
Danny Howells,danny howells,Melodic / Progressive House,Classic / Ibiza / European House & Tech; Deep House; European House; House; Ibiza; Indie Dance; Melodic House & Techno; Organic House; Progressive; Progressive House; Tech House,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Danny Krivit,danny krivit,deep / soulful / classic / gospel / Detroit house,deep house; Detroit; New Jersey; soulful; gospel; broken beat-adjacent,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,traxsource_house,https://www.traxsource.com/,metadata_enrichment_needed
Danny Marquez,danny marquez,Latin / Tribal / Brazilian House,Latin House; Tribal House; Brazilian House; Organic House; Afro Latin,1990s-2020s,Regional / scene coverage,3,60,Medium,2,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",MusicBrainz Genre List,https://musicbrainz.org/genres,
Danny Rampling,danny rampling,classic rave / progressive / balearic house-adjacent,balearic; progressive; ambient house; rave; Ibiza lineage,1980s-2000s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Danny Tenaglia,danny tenaglia,Classic / Deep / Soulful House,Chicago House; Classic / Ibiza / European House & Tech; Deep House; Detroit; Detroit House; European House; Garage House; House; Ibiza; Ibiza lineage; NYC House; New Jersey; Progressive; Soulful House; Tech House; Vocal House; ambient house; balearic; broken beat-adjacent; classic / canonical / global house; deep house; gospel; progressive; rave; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Dantiez,dantiez,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Dantiez Saunderson,dantiez saunderson,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Daphni,daphni,Melodic / Progressive House,Balearic; Deep House; Indie Dance; Leftfield House; Lo-Fi / Leftfield / Underground House; Lo-Fi House; Melodic House & Techno; Minimal; Organic House; Progressive House; Underground; commercial / festival / house-adjacent,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",AcousticBrainz Genre Dataset,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Darin Epsilon,darin epsilon,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Dario D'Attis,dario d attis,Latin / Tribal / Brazilian House,Afro Latin; Brazilian House; Latin House; Organic House; Tribal House; deep / soulful / disco house,1990s-2020s,Regional / scene coverage,3,60,Medium,2,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",MusicBrainz Genre List,https://musicbrainz.org/genres,
Darius,darius,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Darius Bassiray,darius bassiray,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Darius Syrossian,darius syrossian,Tech House / Minimal / Deep Tech,Club House; Cuttin Headz; Deep Tech; Fuse; Hot Creations; House; Microhouse; Minimal; PIV; Peak-time House; Solid Grooves; Tech House; Toolroom; Toolroom / Defected / Club House Radar; UK Tech House; tech house / minimal / club house; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Darksidevinyl,darksidevinyl,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Darkzy,darkzy,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Darlyn Vlys,darlyn vlys,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Darmon,darmon,afro / organic / global house,,mixed,C_current_global_house,2,80,High,3,afro/organic base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Darque,darque,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro / organic / global house; afro house; afro melodic; afro-house adjacency for recommendation bridges; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Darren Emerson,darren emerson,Classic / Ibiza / European House & Tech,House; Progressive; Tech House; Deep House; Ibiza; European House,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Darryl Pandy,darryl pandy,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Darshan Jesrani,darshan jesrani,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco; artist projects and aliases useful for matching releases,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
